transaction_id,merchant_display_name,txn_status_name,acquirer_name,issuer_name,payment_mode_id,payment_mode_name,card_type_association_name,amount,is_aggregator,is_reversal,transaction_start_date_time,txn_refund_amt,batch_id,transaction_id,batch_id,nodal_account_bank,actual_txn_amount,refund_amount,bank_charge_amount,mdr_charge,mdr_tax,platform_fee,mard_amount,additonal_taxes,bank_commision,bank_service_tax,amount_to_be_deducted_in_addition_to_bank_charges,is_not_on_sell_rate,convenience_fees_amt_in_paise,convenience_fees_additional_amt_in_paise,settlement_amount,sds,sdscycle,program_name,axis_payout_created,payout_status,payout_nodal_acc
508868060,IRCTC E-ticketing,PARTIALLY REFUNDED,WOLF_HDFC,,10,UPI,,101,TRUE,FALSE,15/01/25,30,366208244,508868060,126672,HDFC,101.8,0,101.8,0,0,0,0,0,0,0,0,FALSE,,,101.8,N,PG,UPI,16/01/25,PAID,AXIS
508880365,IRCTC E-ticketing,PARTIALLY REFUNDED,WOLF_HDFC,,10,UPI,,571,TRUE,FALSE,15/01/25,440,366209256,508880365,126672,HDFC,571.8,0,571.8,0,0,0,0,0,0,0,0,FALSE,,,571.8,N,PG,UPI,16/01/25,PAID,AXIS
508895197,IRCTC E-ticketing,CAPTURED,WOLF_HDFC,,10,UPI,,1292,TRUE,FALSE,15/01/25,0,366210061,508895197,126672,HDFC,1292.7,0,1292.7,0,0,0,0,0,0,0,0,FALSE,,,1292.7,N,PG,UPI,16/01/25,PAID,AXIS
509028408,IRCTC E-ticketing,CAPTURED,WOLF_HDFC,,10,UPI,,1843,TRUE,FALSE,15/01/25,0,366235094,509028408,126672,HDFC,1843.6,0,1843.6,0,0,0,0,0,0,0,0,FALSE,,,1843.6,N,PG,UPI,16/01/25,PAID,AXIS
509031872,IRCTC E-ticketing,CAPTURED,WOLF_HDFC,,10,UPI,,2164,TRUE,FALSE,15/01/25,0,366235703,509031872,126672,HDFC,2164.5,0,2164.5,0,0,0,0,0,0,0,0,FALSE,,,2164.5,N,PG,UPI,16/01/25,PAID,AXIS
509034518,STANVERSE TECHNOLOGIES PRIVATE LIMITED,CAPTURED,WOLF_HDFC,,10,UPI,,1,TRUE,FALSE,15/01/25,0,366236151,509034518,126672,HDFC,1,0,1,0,0,0,0,0,0,0,0,FALSE,,,1,N,PG,UPI,16/01/25,PAID,AXIS
509038196,IRCTC E-ticketing,CAPTURED,WOLF_HDFC,,10,UPI,,694,TRUE,FALSE,15/01/25,0,366237111,509038196,126672,HDFC,694.05,0,694.05,0,0,0,0,0,0,0,0,FALSE,,,694.05,N,PG,UPI,16/01/25,PAID,AXIS
509046184,Yeppe.in,CAPTURED,WOLF_HDFC,,10,UPI,,1000,TRUE,FALSE,15/01/25,0,366238526,509046184,126672,HDFC,1000,0,1000,1,1,0,0,0,0,0,1,FALSE,,,999,N,PG,UPI,16/01/25,PAID,AXIS
509051136,IRCTC E-ticketing,CAPTURED,WOLF_HDFC,,10,UPI,,1003,TRUE,FALSE,15/01/25,0,366239474,509051136,126672,HDFC,1003.6,0,1003.6,0,0,0,0,0,0,0,0,FALSE,,,1003.6,N,PG,UPI,16/01/25,PAID,AXIS
509064233,DMRC E-ticketing,CAPTURED,WOLF_HDFC,,10,UPI,,150,TRUE,FALSE,15/01/25,0,366242085,509064233,126672,HDFC,150,0,150,0,0,0,0,0,0,0,0,FALSE,,,150,N,PG,UPI,16/01/25,PAID,AXIS
509067564,IRCTC E-ticketing,CAPTURED,WOLF_HDFC,,10,UPI,,1681,TRUE,FALSE,15/01/25,0,366243000,509067564,126672,HDFC,1681.8,0,1681.8,0,0,0,0,0,0,0,0,FALSE,,,1681.8,N,PG,UPI,16/01/25,PAID,AXIS
509068214,IRCTC E-ticketing,REFUNDED,WOLF_HDFC,,10,UPI,,1931,TRUE,FALSE,15/01/25,1931,366243684,509068214,126672,HDFC,1931.8,-1931.8,1931.8,0,0,0,0,0,0,0,0,FALSE,,,0,N,PG,UPI,16/01/25,PAID,AXIS
509072295,IRCTC E-ticketing,REFUNDED,WOLF_HDFC,,10,UPI,,691,TRUE,FALSE,15/01/25,691,366245314,509072295,126672,HDFC,691.8,-691.8,691.8,0,0,0,0,0,0,0,0,FALSE,,,0,N,PG,UPI,16/01/25,PAID,AXIS
508972399,IRCTC E-ticketing,CAPTURED,WOLF_HDFC,,10,UPI,,1568,TRUE,FALSE,15/01/25,0,366221143,508972399,126672,HDFC,1568.6,0,1568.6,0,0,0,0,0,0,0,0,FALSE,,,1568.6,N,PG,UPI,16/01/25,PAID,AXIS
509078030,IRCTC E-ticketing,PARTIALLY REFUNDED,WOLF_HDFC,,10,UPI,,752,TRUE,FALSE,15/01/25,680,366247232,509078030,126672,HDFC,752.25,0,752.25,0,0,0,0,0,0,0,0,FALSE,,,752.25,N,PG,UPI,16/01/25,PAID,AXIS
509078487,IRCTC E-ticketing,CAPTURED,WOLF_HDFC,,10,UPI,,1346,TRUE,FALSE,15/01/25,0,366247320,509078487,126672,HDFC,1346.8,0,1346.8,0,0,0,0,0,0,0,0,FALSE,,,1346.8,N,PG,UPI,16/01/25,PAID,AXIS
509079291,IRCTC E-ticketing,CAPTURED,WOLF_HDFC,,10,UPI,,1591,TRUE,FALSE,15/01/25,0,366247477,509079291,126672,HDFC,1591.8,0,1591.8,0,0,0,0,0,0,0,0,FALSE,,,1591.8,N,PG,UPI,16/01/25,PAID,AXIS
509086868,IRCTC E-ticketing,PARTIALLY REFUNDED,WOLF_HDFC,,10,UPI,,972,TRUE,FALSE,15/01/25,840,366249374,509086868,126672,HDFC,972.7,0,972.7,0,0,0,0,0,0,0,0,FALSE,,,972.7,N,PG,UPI,16/01/25,PAID,AXIS
509087688,IRCTC E-ticketing,CAPTURED,WOLF_HDFC,,10,UPI,,3183,TRUE,FALSE,15/01/25,0,366249408,509087688,126672,HDFC,3183.6,0,3183.6,0,0,0,0,0,0,0,0,FALSE,,,3183.6,N,PG,UPI,16/01/25,PAID,AXIS
508995044,IRCTC E-ticketing,CAPTURED,WOLF_HDFC,,10,UPI,,6434,TRUE,FALSE,15/01/25,0,366226376,508995044,126672,HDFC,6434.5,0,6434.5,0,0,0,0,0,0,0,0,FALSE,,,6434.5,N,PG,UPI,16/01/25,PAID,AXIS
509092311,Paythrough Softwares and Solutions Private Limited,CAPTURED,WOLF_HDFC,,10,UPI,,600,TRUE,FALSE,15/01/25,0,365594592,509092311,126657,HDFC,600,0,600,1.08,1.08,0,0,0,0,0,1,FALSE,,,598.92,Y,PG_01.00 PM,UPI,15/01/25,PAID,AXIS
509102269,Paythrough Softwares and Solutions Private Limited,CAPTURED,WOLF_HDFC,,10,UPI,,1000,TRUE,FALSE,15/01/25,0,365594853,509102269,126657,HDFC,1000,0,1000,1.8,1.8,0,0,0,0,0,1,FALSE,,,998.2,Y,PG_01.00 PM,UPI,15/01/25,PAID,AXIS
509102697,Paythrough Softwares and Solutions Private Limited,CAPTURED,WOLF_HDFC,,10,UPI,,300,TRUE,FALSE,15/01/25,0,365594859,509102697,126657,HDFC,300,0,300,0.54,0.54,0,0,0,0,0,0,FALSE,,,299.46,Y,PG_01.00 PM,UPI,15/01/25,PAID,AXIS
509106276,IRCTC E-ticketing,CAPTURED,WOLF_HDFC,,10,UPI,,192,TRUE,FALSE,15/01/25,0,366252608,509106276,126672,HDFC,192.7,0,192.7,0,0,0,0,0,0,0,0,FALSE,,,192.7,N,PG,UPI,16/01/25,PAID,AXIS
508996882,IRCTC E-ticketing,PARTIALLY REFUNDED,WOLF_HDFC,,10,UPI,,2094,TRUE,FALSE,15/01/25,2005,366227545,508996882,126672,HDFC,2094.05,-2005.36,2094.05,0,0,0,0,0,0,0,0,FALSE,,,88.69,N,PG,UPI,16/01/25,PAID,AXIS
508999034,IRCTC E-ticketing,REFUNDED,WOLF_HDFC,,10,UPI,,5903,TRUE,FALSE,15/01/25,5903,366228356,508999034,126672,HDFC,5903.6,-5903.6,5903.6,0,0,0,0,0,0,0,0,FALSE,,,0,N,PG,UPI,16/01/25,PAID,AXIS
509004270,IRCTC E-ticketing,CAPTURED,WOLF_HDFC,,10,UPI,,553,TRUE,FALSE,15/01/25,0,366229866,509004270,126672,HDFC,553.6,0,553.6,0,0,0,0,0,0,0,0,FALSE,,,553.6,N,PG,UPI,16/01/25,PAID,AXIS
509006297,IRCTC E-ticketing,CAPTURED,WOLF_HDFC,,10,UPI,,1549,TRUE,FALSE,15/01/25,0,366230464,509006297,126672,HDFC,1549.05,0,1549.05,0,0,0,0,0,0,0,0,FALSE,,,1549.05,N,PG,UPI,16/01/25,PAID,AXIS
509007360,IRCTC E-ticketing,CAPTURED,WOLF_HDFC,,10,UPI,,1734,TRUE,FALSE,15/01/25,0,366230763,509007360,126672,HDFC,1734.05,0,1734.05,0,0,0,0,0,0,0,0,FALSE,,,1734.05,N,PG,UPI,16/01/25,PAID,AXIS
509117469,IRCTC E-ticketing,CAPTURED,WOLF_HDFC,,10,UPI,,1654,TRUE,FALSE,15/01/25,0,366254531,509117469,126672,HDFC,1654.5,0,1654.5,0,0,0,0,0,0,0,0,FALSE,,,1654.5,N,PG,UPI,16/01/25,PAID,AXIS
509007527,IRCTC E-ticketing,CAPTURED,WOLF_HDFC,,10,UPI,,1059,TRUE,FALSE,15/01/25,0,366231196,509007527,126672,HDFC,1059.05,0,1059.05,0,0,0,0,0,0,0,0,FALSE,,,1059.05,N,PG,UPI,16/01/25,PAID,AXIS
509011692,IRCTC E-ticketing,CAPTURED,WOLF_HDFC,,10,UPI,,1529,TRUE,FALSE,15/01/25,0,366231680,509011692,126672,HDFC,1529.05,0,1529.05,0,0,0,0,0,0,0,0,FALSE,,,1529.05,N,PG,UPI,16/01/25,PAID,AXIS
509025864,Paythrough Softwares and Solutions Private Limited,CAPTURED,WOLF_HDFC,,10,UPI,,1000,TRUE,FALSE,15/01/25,0,365593089,509025864,126655,HDFC,1000,0,1000,1.8,1.8,0,0,0,0,0,1,FALSE,,,998.2,Y,PG_11.00 AM,UPI,15/01/25,PAID,AXIS
509162729,IRCTC E-ticketing,CAPTURED,WOLF_HDFC,,10,UPI,,1254,TRUE,FALSE,15/01/25,0,366262924,509162729,126672,HDFC,1254.05,0,1254.05,0,0,0,0,0,0,0,0,FALSE,,,1254.05,N,PG,UPI,16/01/25,PAID,AXIS
509185051,Paythrough Softwares and Solutions Private Limited,CAPTURED,WOLF_HDFC,,10,UPI,,700,TRUE,FALSE,15/01/25,0,365596004,509185051,126657,HDFC,700,0,700,1.26,1.26,0,0,0,0,0,1,FALSE,,,698.74,Y,PG_01.00 PM,UPI,15/01/25,PAID,AXIS
509060001,IRCTC E-ticketing,CAPTURED,WOLF_HDFC,,10,UPI,,2853,TRUE,FALSE,15/01/25,0,366241329,509060001,126672,HDFC,2853.6,0,2853.6,0,0,0,0,0,0,0,0,FALSE,,,2853.6,N,PG,UPI,16/01/25,PAID,AXIS
509066931,Paythrough Softwares and Solutions Private Limited,CAPTURED,WOLF_HDFC,,10,UPI,,500,TRUE,FALSE,15/01/25,0,365593976,509066931,126657,HDFC,500,0,500,0.9,0.9,0,0,0,0,0,0,FALSE,,,499.1,Y,PG_01.00 PM,UPI,15/01/25,PAID,AXIS
509069971,IRCTC E-ticketing,REFUNDED,WOLF_HDFC,,10,UPI,,3133,TRUE,FALSE,15/01/25,3133,366244429,509069971,126672,HDFC,3133.6,-3133.6,3133.6,0,0,0,0,0,0,0,0,FALSE,,,0,N,PG,UPI,16/01/25,PAID,AXIS
509252119,IRCTC E-ticketing,CAPTURED,WOLF_HDFC,,10,UPI,,1901,TRUE,FALSE,15/01/25,0,366273350,509252119,126672,HDFC,1901.8,0,1901.8,0,0,0,0,0,0,0,0,FALSE,,,1901.8,N,PG,UPI,16/01/25,PAID,AXIS
509254991,STANVERSE TECHNOLOGIES PRIVATE LIMITED,CAPTURED,WOLF_HDFC,,10,UPI,,1,TRUE,FALSE,15/01/25,0,366273574,509254991,126672,HDFC,1,0,1,0,0,0,0,0,0,0,0,FALSE,,,1,N,PG,UPI,16/01/25,PAID,AXIS
509261425,IRCTC E-ticketing,CAPTURED,WOLF_HDFC,,10,UPI,,312,TRUE,FALSE,15/01/25,0,366273948,509261425,126672,HDFC,312.25,0,312.25,0,0,0,0,0,0,0,0,FALSE,,,312.25,N,PG,UPI,16/01/25,PAID,AXIS
509281209,IRCTC E-ticketing,PARTIALLY REFUNDED,WOLF_HDFC,,10,UPI,,478,TRUE,FALSE,15/01/25,286,366275338,509281209,126672,HDFC,478.15,0,478.15,0,0,0,0,0,0,0,0,FALSE,,,478.15,N,PG,UPI,16/01/25,PAID,AXIS
509073242,IRCTC E-ticketing,PARTIALLY REFUNDED,WOLF_HDFC,,10,UPI,,422,TRUE,FALSE,15/01/25,350,366245711,509073242,126672,HDFC,422.25,0,422.25,0,0,0,0,0,0,0,0,FALSE,,,422.25,N,PG,UPI,16/01/25,PAID,AXIS
509077150,IRCTC E-ticketing,CAPTURED,WOLF_HDFC,,10,UPI,,551,TRUE,FALSE,15/01/25,0,366246904,509077150,126672,HDFC,551.8,0,551.8,0,0,0,0,0,0,0,0,FALSE,,,551.8,N,PG,UPI,16/01/25,PAID,AXIS
509077292,IRCTC E-ticketing,REFUNDED,WOLF_HDFC,,10,UPI,,801,TRUE,FALSE,15/01/25,801,366246938,509077292,126672,HDFC,801.8,-801.8,801.8,0,0,0,0,0,0,0,0,FALSE,,,0,N,PG,UPI,16/01/25,PAID,AXIS
509080676,IRCTC E-ticketing,CAPTURED,WOLF_HDFC,,10,UPI,,1493,TRUE,FALSE,15/01/25,0,366248042,509080676,126672,HDFC,1493.6,0,1493.6,0,0,0,0,0,0,0,0,FALSE,,,1493.6,N,PG,UPI,16/01/25,PAID,AXIS
509311214,Karnataka state unorganised workers social security board,CAPTURED,KOTAK_SETU,,10,UPI,,50,TRUE,FALSE,15/01/25,0,366277341,509311214,126672,HDFC,50,0,50,0,0,0,0,0,0,0,0,FALSE,0,0,50,N,PG,UPI,16/01/25,PAID,AXIS
509330334,DMRC E-ticketing,CAPTURED,WOLF_HDFC,,10,UPI,,60,TRUE,FALSE,15/01/25,0,366278393,509330334,126672,HDFC,60,0,60,0,0,0,0,0,0,0,0,FALSE,,,60,N,PG,UPI,16/01/25,PAID,AXIS
509371579,IRCTC E-ticketing,CAPTURED,WOLF_HDFC,,10,UPI,,326,TRUE,FALSE,15/01/25,0,366280697,509371579,126672,HDFC,326.8,0,326.8,0,0,0,0,0,0,0,0,FALSE,,,326.8,N,PG,UPI,16/01/25,PAID,AXIS
509383809,Paythrough Softwares and Solutions Private Limited,CAPTURED,WOLF_HDFC,,10,UPI,,310,TRUE,FALSE,15/01/25,0,365599811,509383809,126669,HDFC,310,0,310,0.56,0.56,0,0,0,0,0,0,FALSE,,,309.44,Y,PG_05.30 PM,UPI,15/01/25,PAID,AXIS
509385380,IRCTC E-ticketing,PARTIALLY REFUNDED,WOLF_HDFC,,10,UPI,,126,TRUE,FALSE,15/01/25,55,366281533,509385380,126672,HDFC,126.8,0,126.8,0,0,0,0,0,0,0,0,FALSE,,,126.8,N,PG,UPI,16/01/25,PAID,AXIS
509392332,Paythrough Softwares and Solutions Private Limited,CAPTURED,WOLF_HDFC,,10,UPI,,1000,TRUE,FALSE,15/01/25,0,365599960,509392332,126669,HDFC,1000,0,1000,1.8,1.8,0,0,0,0,0,1,FALSE,,,998.2,Y,PG_05.30 PM,UPI,15/01/25,PAID,AXIS
509111417,STANVERSE TECHNOLOGIES PRIVATE LIMITED,CAPTURED,WOLF_HDFC,,10,UPI,,1,TRUE,FALSE,15/01/25,0,366253419,509111417,126672,HDFC,1,0,1,0,0,0,0,0,0,0,0,FALSE,,,1,N,PG,UPI,16/01/25,PAID,AXIS
509400867,IRCTC E-ticketing,CAPTURED,WOLF_HDFC,,10,UPI,,102,TRUE,FALSE,15/01/25,0,366282225,509400867,126672,HDFC,102.25,0,102.25,0,0,0,0,0,0,0,0,FALSE,,,102.25,N,PG,UPI,16/01/25,PAID,AXIS
509409975,IRCTC E-ticketing,CAPTURED,WOLF_HDFC,,10,UPI,,568,TRUE,FALSE,15/01/25,0,366282809,509409975,126672,HDFC,568.15,0,568.15,0,0,0,0,0,0,0,0,FALSE,,,568.15,N,PG,UPI,16/01/25,PAID,AXIS
509410474,Paythrough Softwares and Solutions Private Limited,CAPTURED,WOLF_HDFC,,10,UPI,,500,TRUE,FALSE,15/01/25,0,365600312,509410474,126669,HDFC,500,0,500,0.9,0.9,0,0,0,0,0,0,FALSE,,,499.1,Y,PG_05.30 PM,UPI,15/01/25,PAID,AXIS
509423033,IRCTC E-ticketing,CAPTURED,WOLF_HDFC,,10,UPI,,399,TRUE,FALSE,15/01/25,0,366283399,509423033,126672,HDFC,399.05,0,399.05,0,0,0,0,0,0,0,0,FALSE,,,399.05,N,PG,UPI,16/01/25,PAID,AXIS
509437373,IRCTC E-ticketing,CAPTURED,WOLF_HDFC,,10,UPI,,156,TRUE,FALSE,15/01/25,0,366284219,509437373,126672,HDFC,156.8,0,156.8,0,0,0,0,0,0,0,0,FALSE,,,156.8,N,PG,UPI,16/01/25,PAID,AXIS
509437443,Paythrough Softwares and Solutions Private Limited,CAPTURED,WOLF_HDFC,,10,UPI,,1000,TRUE,FALSE,15/01/25,0,365601113,509437443,126669,HDFC,1000,0,1000,1.8,1.8,0,0,0,0,0,1,FALSE,,,998.2,Y,PG_05.30 PM,UPI,15/01/25,PAID,AXIS
509444734,IRCTC E-ticketing,PARTIALLY REFUNDED,WOLF_HDFC,,10,UPI,,371,TRUE,FALSE,15/01/25,120,366284623,509444734,126672,HDFC,371.8,0,371.8,0,0,0,0,0,0,0,0,FALSE,,,371.8,N,PG,UPI,16/01/25,PAID,AXIS
509473442,Paythrough Softwares and Solutions Private Limited,CAPTURED,WOLF_HDFC,,10,UPI,,500,TRUE,FALSE,15/01/25,0,365601321,509473442,126669,HDFC,500,0,500,0.9,0.9,0,0,0,0,0,0,FALSE,,,499.1,Y,PG_05.30 PM,UPI,15/01/25,PAID,AXIS
509493092,DMRC E-ticketing,CAPTURED,WOLF_HDFC,,10,UPI,,50,TRUE,FALSE,15/01/25,0,366288909,509493092,126672,HDFC,50,0,50,0,0,0,0,0,0,0,0,FALSE,,,50,N,PG,UPI,16/01/25,PAID,AXIS
509218802,IRCTC E-ticketing,CAPTURED,WOLF_HDFC,,10,UPI,,912,TRUE,FALSE,15/01/25,0,366270890,509218802,126672,HDFC,912.7,0,912.7,0,0,0,0,0,0,0,0,FALSE,,,912.7,N,PG,UPI,16/01/25,PAID,AXIS
509247742,STANVERSE TECHNOLOGIES PRIVATE LIMITED,CAPTURED,WOLF_HDFC,,10,UPI,,1,TRUE,FALSE,15/01/25,0,366273025,509247742,126672,HDFC,1,0,1,0,0,0,0,0,0,0,0,FALSE,,,1,N,PG,UPI,16/01/25,PAID,AXIS
509523420,DMRC E-ticketing,CAPTURED,WOLF_HDFC,,10,UPI,,50,TRUE,FALSE,15/01/25,0,366293904,509523420,126672,HDFC,50,0,50,0,0,0,0,0,0,0,0,FALSE,,,50,N,PG,UPI,16/01/25,PAID,AXIS
509540206,IRCTC E-ticketing,CAPTURED,WOLF_HDFC,,10,UPI,,322,TRUE,FALSE,15/01/25,0,366296549,509540206,126672,HDFC,322.25,0,322.25,0,0,0,0,0,0,0,0,FALSE,,,322.25,N,PG,UPI,16/01/25,PAID,AXIS
509558911,SheCommerz Market Services Pvt Ltd,CAPTURED,WOLF_HDFC,,10,UPI,,2155,TRUE,FALSE,15/01/25,0,365601741,509558911,126669,HDFC,2155,0,2155,0,0,0,0,0,0,0,0,FALSE,,,2155,Y,PG_05.30 PM,UPI,15/01/25,PAID,AXIS
509580310,IRCTC E-ticketing,CAPTURED,WOLF_HDFC,,10,UPI,,869,TRUE,FALSE,15/01/25,0,366303734,509580310,126672,HDFC,869.05,0,869.05,0,0,0,0,0,0,0,0,FALSE,,,869.05,N,PG,UPI,16/01/25,PAID,AXIS
509594772,IRCTC E-ticketing,CAPTURED,WOLF_HDFC,,10,UPI,,2724,TRUE,FALSE,15/01/25,0,366306914,509594772,126672,HDFC,2724.5,0,2724.5,0,0,0,0,0,0,0,0,FALSE,,,2724.5,N,PG,UPI,16/01/25,PAID,AXIS
509281858,SheCommerz Market Services Pvt Ltd,CAPTURED,WOLF_HDFC,,10,UPI,,2694,TRUE,FALSE,15/01/25,0,365596672,509281858,126663,HDFC,2694,0,2694,0,0,0,0,0,0,0,0,FALSE,,,2694,Y,PG_03.00 PM,UPI,15/01/25,PAID,AXIS
509312434,IRCTC E-ticketing,CAPTURED,WOLF_HDFC,,10,UPI,,578,TRUE,FALSE,15/01/25,0,366277386,509312434,126672,HDFC,578.6,0,578.6,0,0,0,0,0,0,0,0,FALSE,,,578.6,N,PG,UPI,16/01/25,PAID,AXIS
509333739,Paythrough Softwares and Solutions Private Limited,CAPTURED,WOLF_HDFC,,10,UPI,,1000,TRUE,FALSE,15/01/25,0,365597247,509333739,126663,HDFC,1000,0,1000,1.8,1.8,0,0,0,0,0,1,FALSE,,,998.2,Y,PG_03.00 PM,UPI,15/01/25,PAID,AXIS
509610584,IRCTC E-ticketing,PARTIALLY REFUNDED,WOLF_HDFC,,10,UPI,,161,TRUE,FALSE,15/01/25,90,366309625,509610584,126672,HDFC,161.8,0,161.8,0,0,0,0,0,0,0,0,FALSE,,,161.8,N,PG,UPI,16/01/25,PAID,AXIS
509621643,STANVERSE TECHNOLOGIES PRIVATE LIMITED,CAPTURED,WOLF_HDFC,,10,UPI,,1,TRUE,FALSE,15/01/25,0,366312051,509621643,126672,HDFC,1,0,1,0,0,0,0,0,0,0,0,FALSE,,,1,N,PG,UPI,16/01/25,PAID,AXIS
509626812,Paythrough Softwares and Solutions Private Limited,CAPTURED,WOLF_HDFC,,10,UPI,,1000,TRUE,FALSE,15/01/25,0,366356841,509626812,126673,HDFC,1000,0,1000,1.8,1.8,0,0,0,0,0,1,FALSE,,,998.2,Y,PG_09.00 AM,UPI,16/01/25,PAID,AXIS
509631774,OPPOMobile India ,CAPTURED,KOTAK_SETU,,10,UPI,,35,TRUE,FALSE,15/01/25,0,366314906,509631774,126672,HDFC,35,0,35,0.7,0.7,0,0,0,0,0,0,FALSE,,,34.3,N,PG,UPI,16/01/25,PAID,AXIS
509367300,Paythrough Softwares and Solutions Private Limited,CAPTURED,WOLF_HDFC,,10,UPI,,2000,TRUE,FALSE,15/01/25,0,365597936,509367300,126663,HDFC,2000,0,2000,3.6,3.6,0,0,0,0,0,3,FALSE,,,1996.4,Y,PG_03.00 PM,UPI,15/01/25,PAID,AXIS
509640550,STANVERSE TECHNOLOGIES PRIVATE LIMITED,CAPTURED,WOLF_HDFC,,10,UPI,,10,TRUE,FALSE,15/01/25,0,366317689,509640550,126672,HDFC,10,0,10,0,0,0,0,0,0,0,0,FALSE,,,10,N,PG,UPI,16/01/25,PAID,AXIS
509652922,IRCTC E-ticketing,PARTIALLY REFUNDED,WOLF_HDFC,,10,UPI,,6718,TRUE,FALSE,15/01/25,6565,366322654,509652922,126672,HDFC,6718.6,0,6718.6,0,0,0,0,0,0,0,0,FALSE,,,6718.6,N,PG,UPI,16/01/25,PAID,AXIS
509701630,IRCTC E-ticketing,CAPTURED,WOLF_HDFC,,10,UPI,,859,TRUE,FALSE,15/01/25,0,366333345,509701630,126672,HDFC,859.05,0,859.05,0,0,0,0,0,0,0,0,FALSE,,,859.05,N,PG,UPI,16/01/25,PAID,AXIS
509731787,ayro retail solutions private limited,CAPTURED,WOLF_HDFC,,10,UPI,,515,TRUE,FALSE,15/01/25,0,366336831,509731787,126672,HDFC,515,0,515,0,0,0,0,0,0,0,0,FALSE,,,515,N,PG,UPI,16/01/25,PAID,AXIS
509736057,STANVERSE TECHNOLOGIES PRIVATE LIMITED,CAPTURED,WOLF_HDFC,,10,UPI,,200,TRUE,FALSE,15/01/25,0,366337415,509736057,126672,HDFC,200,0,200,0,0,0,0,0,0,0,0,FALSE,,,200,N,PG,UPI,16/01/25,PAID,AXIS
